description,image,title
C’est la première fois que des journalistes deviennent personnalité de l’année du magazine et que l’hebdomadaire décerne ce titre à une personne décédée.,https://img.lemde.fr/2018/12/11/0/0/2639/1757/147/97/60/0/397bf7d_TOR328_TIME-PERSON-_1211_11.JPG,Personnalités de l’année de « Time » : Khashoggi et d’autres journalistes hérauts de la vérité
"Un adulte sur cinq s’informe « souvent » grâce aux réseaux sociaux, soit un peu plus que la part de ceux qui disent s’informer avec les journaux papier (16 %).",https://img.lemde.fr/2018/12/10/52/0/5058/3372/147/97/60/0/04fd95f_5883150-01-06.jpg,"Pour s’informer aux Etats-Unis, la télévision règne mais les réseaux sociaux supplantent le papier"
"Un an après le lancement de sa plate-forme de signalement « J’alerte l’Arcep », le gendarme des télécoms fait un premier état des lieux et annonce l’ouverture d’une procédure d’instruction à l’égard de SFR.",https://img.lemde.fr/2018/12/11/0/115/3882/2588/147/97/60/0/237f9c7_IPIqZPN_yaq_nMLBD2_Eol0T.jpg,"Télécoms : après Orange, l’Arcep rappelle à l’ordre SFR sur la qualité de ses services"
"S’interroger sur les sources, retrouver l’origine de photos… Voici des réflexes anti « fake news » qui peuvent être débattus avec les lycéens, affirme Claude Garcia, professeur de SES qui a reçu l’association Entre les lignes. Sur son blog, il appelle à davantage de collaborations entre médias et éducation nationale.",https://img.lemde.fr/2014/10/09/2369/0/2832/1882/147/97/60/0/3f554c3_10349-j7g7k0.jpg,« L’éducation aux médias doit commencer dès le plus jeune âge »
"Sur les sites d’information en ligne, les illustrations sont omniprésentes – y compris quand ces « images prétextes » n’ont aucun rapport avec l’article. Cette pratique destinée à capter l’attention du lecteur fait perdre à l’image son sens initial : son rôle est de délivrer une information, pas d’« illustrer » un événement.",https://img.lemde.fr/2018/12/04/496/1/638/425/147/97/60/0/0728ff7_iGWaZRIm3M8fREkTLtVj6qMa.jpg,Photo de secours
"André Gunthert, historien des cultures visuelles, analyse les réactions après la diffusion de la vidéo tournée par un policier à Mantes-la-Jolie.",https://img.lemde.fr/2018/12/07/45/0/5372/3581/147/97/60/0/56de4cf_5866346-01-06.jpg,Vidéo des lycéens à Mantes-la-Jolie : « On peut l’interpréter comme un acte de vengeance »
"Un nouveau texte de compromis doit émerger du « trilogue » entre le Parlement européen, la Commission et le Conseil.",https://img.lemde.fr/2018/12/07/0/0/4469/2977/147/97/60/0/d167908_LYY6c9jBvMxg45dGHXPP2pNu.jpg,La bataille de lobbying se poursuit à propos de la directive sur le droit d’auteur
De plus en plus de pure players optent pour un modèle fondé sur l’abonnement.,https://img.lemde.fr/2018/12/06/0/0/768/512/147/97/60/0/4b932c1_GD1vhmw4bC3MTFd_U6Re7Ja0.jpg,Les médias en ligne se décident à faire payer leurs lecteurs
"Le journaliste, survivant de la tuerie de « Charlie », raconte son enfance prolétaire, sa tendresse pour les « damnés » et son combat contre les pesticides.",https://img.lemde.fr/2018/11/28/0/0/5600/3724/147/97/60/0/b87819a_O3BZF23vSduXyrsibE8cTD6B.jpg,"Fabrice Nicolino : « Définitivement , je suis un anarchiste »"
"Le géant de la vente en ligne lance son premier feuilleton made in France. Il cherche ainsi à concurrencer le leader de la vidéo à la demande par abonnement, en avance pour les productions hexagonales.",https://img.lemde.fr/2018/11/28/0/0/4249/2833/147/97/60/0/cf3d546_Cv3C2NYABfdQzMPfrxzi1DKc.jpg,Amazon investit dans les séries françaises pour rattraper Netflix
"Passionné par la protection de la nature et des ressources naturelles, Roger Cans avait repris la rubrique Environnement du quotidien en 1983. Il est mort le 28 novembre, à l’âge de 73 ans.",https://img.lemde.fr/2018/11/28/728/0/2835/1890/147/97/60/0/be97c1e_dBo8fWk2AUjGqNE5AxKF8rQI.jpg,"Roger Cans, ancien journaliste au « Monde », est mort"
Le Centre national du cinéma et de l’image animée va réduire de 11 % son soutien au secteur au cours des deux prochaines années.,https://img.lemde.fr/2015/04/23/0/2/707/471/147/97/60/0/ill_4621193_e803_2015042545.0.1534142802legendes_01_ori.jpg,La filière audiovisuelle dénonce la réforme des aides du CNC
Cinq journalistes ont été pris à partie à Toulouse ce week-end. Les chaînes de télévision constatent que la violence à l’encontre des médias augmente d’année en année.,https://img.lemde.fr/2018/11/26/0/157/1441/961/147/97/60/0/6b73f36_bDR4RiuoZ_rGa-A82wQdXD19.PNG,« Gilets jaunes » : la violence contre des journalistes « prend une ampleur inédite »
"Les journalistes de l’hebdomadaire ont voté lundi contre l’arrivée à la tête de la rédaction de M. Jannet, qui occupe aussi la fonction de directeur général délégué du groupe.",https://img.lemde.fr/2018/11/12/298/0/2832/1884/147/97/60/0/e874d56_KwcrtQHnfBJHD3rFiEzTPzUc.jpg,Rejet de la nomination de Philippe Jannet comme directeur de la rédaction de « L’Express »
"S’il bat tous les records de longévité à la télévision, ce n’est pas un hasard. Il fait tout ce qu’il faut pour durer. Même des choses pas « formidables ».",https://img.lemde.fr/2018/11/21/502/34/1491/994/147/97/60/0/2b16206_2018112445.0.2225260011drucker01_web.jpg,"Michel Drucker, fidèle au poste"
"L’auteur de « La Maison Pouchkine », Prix du meilleur livre étranger en 1989, et qui compte parmi les écrivains majeurs de la littérature russe, est mort à Moscou le 3 décembre, à l’âge de 81 ans.",https://img.lemde.fr/2018/12/10/358/0/828/552/147/97/60/0/79659cb_Jdeo0QxxfmY3jV80uJI-0wE-.jpg,Mort de l’écrivain russe Andreï Bitov
"Entré en 1980 au CNPF (ex-Medef), il restera vingt-trois ans au cœur de l’organisation patronale dont il dirigera le service de presse de 1989 à 2003. Bernard Giroux est mort le 3 décembre, à Vincennes, à l’âge de 63 ans.",https://img.lemde.fr/2018/12/10/0/49/540/360/147/97/60/0/b2f17e8_RqtT5NDLaBAAX7W7JxjIrH_U.jpg,"Mort de Bernard Giroux, responsable de l’information au sein du patronat"
"L’interprète, guitariste et auteur-compositeur d’un des groupes-clé de la période punk anglaise est mort le 6 décembre, à l’âge de 63 ans.",https://img.lemde.fr/2018/12/07/0/0/5184/3456/147/97/60/0/97ad6e1__dyuird_XmQ9eJJTOQ7f05Ut.jpg,"Mort de Pete Shelley, le chanteur des Buzzcocks"
"La légende du punk avait 63 ans. Son groupe, formé à Manchester en 1976, a inspiré des générations de musiciens.",https://img.lemde.fr/2018/12/07/0/0/5184/3456/147/97/60/0/2b0036f_a0f4a3b6d3934b07b618e9ca1e3bceb9-a0f4a3b6d3934b07b618e9ca1e3bceb9-0.jpg,Le fondateur des Buzzcocks Pete Shelley est mort
"Avec vingt millions d’exemplaires vendus dans le monde, son roman autobiographique, récit de la survie de deux enfants juifs dans la France occupée, fut un incroyable succès.",https://img.lemde.fr/2018/12/06/0/0/4849/3232/147/97/60/0/80a8ae2_dx368ikLKEL7w1iermoe3p3i.jpg,"Joseph Joffo, l’auteur d’« Un sac de billes », est mort"
"Professeur émérite de droit du travail spécialisé dans le droit de la représentation des salariés, ses travaux dans ce domaine font autorité.",https://img.lemde.fr/2018/12/06/0/9/532/355/147/97/60/0/357c868_PazUUH66q-dKHnT4WjhMSu-N.JPG,"Jean-Maurice Verdier, ancien président de l’université Paris-Nanterre, est mort"
"Le groupe bancaire mutualiste a annoncé, mardi, la mort à 79 ans de Michel Lucas, qui s’était retiré en 2016, après plus de quarante ans de carrière au sein du groupe.",https://img.lemde.fr/2018/12/04/169/0/4413/2942/147/97/60/0/63f8722_gCjWYHTSm7oawvBojD2bsAs5.jpg,"Mort de Michel Lucas, ancien dirigeant historique du Crédit mutuel"
"L’un des créateurs les plus polymorphes du XXe siècle, auteur de la « Déclaration de l’annulation de l’esthétique », s’est éteint, à New York, à l’âge de 87 ans.",https://img.lemde.fr/2018/12/03/1184/0/2832/1888/147/97/60/0/3b81f17_yZcG1Xm639MRJ8tX-MkeIkuI.jpg,"Robert Morris, artiste inclassable, est mort"
"La comédienne est décédée le 1er décembre à l’âge de 95 ans. Ses rôles au cinéma, notamment dans « La Crise » ou « Les Sous-doués », resteront. Amoureuse de théâtre, elle a aussi créé plusieurs pièces.",https://img.lemde.fr/2018/12/03/437/0/1605/1068/147/97/60/0/d98a6e6_rPz4koqLlOY81dgrpQI1ox2V.jpg,La mort de Maria Pacôme
"Première fortune de Belgique, l’ancien propriétaire de Groupe Bruxelles Lambert est mort le 3 décembre, à 92 ans.",https://img.lemde.fr/2018/12/03/0/0/3021/2014/147/97/60/0/ffdf179_5843275-01-06.jpg,L’homme d’affaires belge Albert Frère est mort
L’actrice avait 95 ans. Elle avait joué dans de nombreux films et pièces de théâtre.,https://img.lemde.fr/2018/12/01/2/0/2400/1600/147/97/60/0/6786f5a_uz8wIjipHB3F71xhFO8RWP7v.jpg,"« Oscar », « La Crise » : Maria Pacôme, figure du théâtre et du cinéma populaires, est morte"
"A l’étranger comme aux Etats-Unis, de nombreuses personnalités ont salué la mémoire et le dévouement de l’ancien président, mort vendredi à l’âge de 94 ans.",https://img.lemde.fr/2018/12/01/55/0/2000/1331/147/97/60/0/dc40e5c_h1XW_cfQTDPxS6jn4oZWvCsE.jpg,Mort de George H. W. Bush : politiques et personnalités rendent hommage à l’ancien président
L’ex-président républicain de 1989 à 1993 est mort vendredi à l’âge de 94 ans. Son mandat a été marqué par la fin de la guerre froide et la réunification de l’Allemagne.,https://img.lemde.fr/2018/12/01/55/0/2000/1331/147/97/60/0/dc40e5c_h1XW_cfQTDPxS6jn4oZWvCsE.jpg,"George H. W. Bush, ancien président des Etats-Unis, est mort"
L’ex-président républicain de 1989 à 1993 et vice-président de Ronald Reagan est mort vendredi à l’âge de 94 ans. Son mandat a été marqué par la fin de la guerre froide et la réunification de l’Allemagne.,https://img.lemde.fr/2017/06/16/0/50/3273/2182/147/97/60/0/f3f56f1_7398d0f0eb9b4f14b7eda15f2ae89e6b-7398d0f0eb9b4f14b7eda15f2ae89e6b-0.jpg,L’ancien président des Etats-Unis George H. W. Bush est mort
"Selon les estimations du « Wall Street Journal », Pyongyang pourrait avoir importé cette année 5 fois son quota autorisé de pétrole, faisant fi des sanctions internationales.",https://img.lemde.fr/2018/12/07/0/370/2107/1405/147/97/60/0/e9fe20e_uKDyQJUPEfeYLCev5pm7rjeA.jpg,"Rencontres en mer, coups de peinture, faux documents… comment la Corée du Nord échappe aux sanctions internationales"
"L’acteur dit tout le mal qu’il pense des technologies « d’interpolation vidéo », censées fluidifier les mouvements au risque de trahir l’intention artistique des cinéastes.",https://img.lemde.fr/2016/09/23/0/160/1347/897/147/97/60/0/b075036_19304-khi5v3.jpg,Le « motion smoothing » des télés HD dans le viseur de Tom Cruise et du monde du cinéma
"De retour de Paris, les fans du club anglais ont immédiatement accueilli les deux migrants qui s’étaient cachés dans leur car pour traverser la Manche.",https://img.lemde.fr/2018/11/30/0/0/4365/2910/147/97/60/0/179ffd8_1lqcgeggVnGF4J8fOzzjMO8y.jpg,Quand les supporteurs de Liverpool découvrent deux migrants dans leur car
"Depuis quelques jours, ce bestiau australien photographié aux côtés de bovins de petite taille fait réagir les réseaux sociaux et la presse anglophone.",https://img.lemde.fr/2018/11/28/0/85/2083/1389/147/97/60/0/7c47592_f461654732bc4ceb909be52efe1edb23-f461654732bc4ceb909be52efe1edb23-0.jpg,"Knickers, le bœuf aux proportions gigantesques qui fascine Internet"
"En s’attaquant aux invisibles de la société américaine, Samuel Little, qui a avoué 90 meurtres, a échappé pendant près d’un demi-siècle à la justice.",https://img.lemde.fr/2018/11/26/91/3/3028/2015/147/97/60/0/90e1152_7d13cf56f69c4c87b42b4c759eb9db46-7d13cf56f69c4c87b42b4c759eb9db46-0.jpg,Samuel Little pourrait être le tueur en série le plus meurtrier des Etats-Unis
"Les pompiers mettent en garde contre les feux liés à la friture de la dinde, recette phare de cette fête familiale populaire qui a lieu ce jeudi.",https://img.lemde.fr/2018/11/22/0/0/5335/3557/147/97/60/0/3928a78_3NUy6dB5HR9dWDEI6ih-ARW1.jpg,Thanksgiving est le jour du record d’incendies domestiques aux Etats-Unis
"Colérique à ses débuts, il est devenu lisse et raisonnable, au point de disparaître des cartoons pour devenir un logo de société.",https://img.lemde.fr/2018/11/21/521/1335/791/527/147/97/60/0/b8f5d35_Ax3vqH7W7udENtCwUIbL3zuG.jpg,"A 90 ans, Mickey l’impertinent est devenu un vieux sage"
"Les milliers de personnes venues au concert parisien ont pu vérifier que la chanteuse arrive souvent (très) en retard, quand elle n’annule pas simplement ses concerts.",https://img.lemde.fr/2018/11/21/439/1517/5078/3385/147/97/60/0/bebc038_4esMCpUxOtNnLrOR2bRu5Z0i.jpg,Gros retard et concert d’à peine une heure : le show raté de Lauryn Hill à Bercy
Zholia Alemi a été emprisonnée en octobre. Les autorités médicales britanniques ont présenté des excuses aux patients et commencé « un examen immédiat » des compétences de trois mille médecins étrangers.,https://img.lemde.fr/2018/06/26/0/59/3381/2254/147/97/60/0/47f44fb_HFS-PXP20_BRITAIN-NHS-_0626_11.JPG,La fausse doctoresse néo-zélandaise a exercé pendant plus de vingt ans au Royaume-Uni
"Médusés par le président américain, qui disait qu’ils empêchaient les feux de forêts en ratissant les sols, les Finlandais ont répondu avec un humour ravageur.",https://img.lemde.fr/2018/11/20/486/1116/2241/1494/147/97/60/0/2e78984_SDQKjRB-7Ckx36GOU6P2dAi7.jpg,Et Donald Trump se prit un gros râteau en Finlande
Yoshitaka Sakurada a expliqué qu’il avait « toujours donné des instructions à [s]es équipes et secrétaires ».,https://img.lemde.fr/2018/11/15/79/0/2500/1666/147/97/60/0/2dcda7a_QSVAMXeC64twQjMu7asYIJLL.jpg,Le ministre de la cybersécurité japonais avoue n’avoir jamais touché un ordinateur
"Les soutiens apportés par Oprah Winfrey, Beyonce, Rihanna ou Taylor Swift à des candidats démocrates ont fait… pschitt.",https://img.lemde.fr/2018/10/12/104/439/2882/1921/147/97/60/0/20fba71_N-ZJD0Hzu6VNPKBM9sUG8vQT.jpg,Midterms : le soutien des célébrités ne fait plus recette
"Le chanteur veut retrouver l’endroit où il a découvert « l’intensité qui entourait [sa] musique » et où il a « mangé, parlé et ri toute la nuit » avec le propriétaire.",https://img.lemde.fr/2018/11/08/907/0/2288/1522/147/97/60/0/cce6183_V8yxCwWmow6vWxtOJh16XI-x.jpg,Ben Harper recherche le vendeur de falafels rennais qui a changé sa façon de voir le monde
"Très irréguliers cette saison, les Lyonnais ne doivent pas perdre, mercredi soir, face au Chakhtar Donetsk pour se qualifier pour les 8es de finale de la compétition.",https://img.lemde.fr/2018/12/06/0/0/5568/3712/147/97/60/0/17cbc56_iTSZQSCqwBbIUT7p8bS8qixi.jpg,"Ligue des champions : capable du meilleur comme du pire, Lyon joue son avenir européen en Ukraine"
"Le PSG l’a emporté sans trembler (4-1) sur le terrain de l’Etoile rouge de Belgrade et finit donc en tête du groupe C. Une large victoire acquise grâce à des buts de Cavani, Neymar, Marquinhos et Mbappé.",https://img.lemde.fr/2018/12/11/60/0/2000/1333/147/97/60/0/f78cbd6_452b704473fe428ca0ee8952d33d1e6c-452b704473fe428ca0ee8952d33d1e6c-0.jpg,Les Parisiens assurent leur qualification pour les 8e de la Ligue des champions
"Plus de 90 % de nos antibiotiques sortent des usines chinoises ou indiennes, dont une partie des effluents finissent dans l’environnement, créant des foyers d’antibiorésistance capables de se diffuser mondialement.",https://img.lemde.fr/2018/12/06/3/0/7331/4887/147/97/60/0/633d73f_Y6W6Ss2WkGb7egot4c1GZJtG.jpg,"Enquête sur les usines d’antibiotiques indiennes, fabriques d’antibiorésistance"
Le mélange des ­effluents des usines d’antibiotiques et des eaux noires de la ville d’Hyderabad créé des conditions idéales pour voir émerger des épidémies de superbactéries….,https://img.lemde.fr/2018/12/06/2/0/6130/4086/147/97/60/0/26cb413_NHvpuxGNfJmlsfmkKJYGRCRA.jpg,"En Inde, la recette parfaite pour faire émerger des superbactéries"
Plusieurs associations s’alarment des graves conséquences environnementales et sanitaires liées au manque d’encadrement dans la fabrication des médicaments en Inde.,https://img.lemde.fr/2018/12/06/0/8/4272/2848/147/97/60/0/759f7c7_EYiMjmTAobEYYISOX92Tg4qS.jpg,Fabrication d’antibiotiques en Inde : l’inaction européenne en question
"Cette mesure avait été annoncée par la ministre de la santé, Agnès Buzyn, le 27 novembre, quatre jours avant la Journée mondiale de lutte contre le sida.",https://img.lemde.fr/2018/12/10/0/4/4891/3261/147/97/60/0/1867607_4ARytnL7HVkL1EMv5aOiVnGC.jpg,Des préservatifs remboursés à 60 % à partir de ce lundi
"A Guidel, village du Morbihan touché par l’affaire des malformations congénitales, les parents, dont ceux de la petite Lola, née non loin de là, espèrent réponses et considération.",https://img.lemde.fr/2018/12/07/0/0/4723/3149/147/97/60/0/1c75083_-uimlMU_nt7BJmdOTbqqvOUP.jpg,"Affaire des bébés nés sans bras : « Nous battre pour savoir, c’est notre devoir »"
"Le marathon télévisé a récolté 69 millions d’euros pour la lutte contre les maladies rares, dans un contexte perturbé notamment par le mouvement des « gilets jaunes ».",https://img.lemde.fr/2018/12/07/0/0/9582/6388/147/97/60/0/353c375_5868322-01-06.jpg,Le Téléthon 2018 termine sur des promesses de dons en forte baisse
"Le groupe américain Altria, propriétaire de la marque au cow-boy, a annoncé miser 1,8 milliard de dollars pour s’emparer de 45 % du capital du producteur canadien Cronos.",https://img.lemde.fr/2018/12/08/0/33/1989/1326/147/97/60/0/8e9099c_DAFOFdWy9RBKIyDWTHbd739n.jpg,"Marlboro, premier cigarettier à investir dans le cannabis"
"Pour répondre à la demande d’une population déjà lourdement touchée par l’obésité et le diabète, Coca-Cola va tripler sa production dans l’archipel du Pacifique.",https://img.lemde.fr/2018/12/05/10/0/1772/1181/147/97/60/0/009466d_2018120845.0.2230567949Fiji_1_HD_web.jpg,"Les Fidjiens boivent de plus en plus de soda, et ils en meurent"
"Diffusée depuis le 6 décembre sur OCS, la série suit les premiers pas d’une interne en psychiatrie à l’hôpital.",https://img.lemde.fr/2018/12/07/0/199/697/465/147/97/60/0/c9ecff0_bM2u2hhSP0mqEt9AwgVgN8vB.jpg,La série « HP » veut dédramatiser la « folie »
"« La “preuve sociale” est un principe de sociologie qui stipule qu’un individu ne sachant quoi faire ou quoi penser, a tendance à adopter le comportement ou le point de vue d’autres personnes », explique Luc Perino, médecin urgentiste.",https://img.lemde.fr/2018/12/01/0/0/5760/3840/147/97/60/0/dca93d4_5833343-01-06.jpg,"« En médecine comme dans la rue, la violence est contagieuse »"
SAMU et pompiers se sont davantage préparés que le 1er décembre à accueillir un nombre important de blessés.,https://img.lemde.fr/2018/12/07/0/0/4896/3264/147/97/60/0/6f51ca1_mqZQ4jQm_oW5d92Y6Nl3BIFz.jpg,« Gilets jaunes » : les services d’urgence en alerte en vue de la mobilisation de samedi
"Sida, les nouvelles armes de l’Afrique (7). Patchs, injections, gélules et implants à libération progressive : la recherche développe de nouveaux supports qui allégeront la thérapie et la prévention.",https://img.lemde.fr/2018/12/05/0/0/3600/2400/147/97/60/0/83016a7_2AIqItb-LWpBvHZI_60cqEk6.jpg,Une pilule par mois pour vaincre le VIH : une promesse pour l’Afrique
Quatre expériences européennes réfutent les conclusions d’une étude française controversée de 2012 qui montrait la toxicité de maïs génétiquement modifiés.,https://img.lemde.fr/2018/12/11/0/35/400/267/147/97/60/0/1aa7aac_9MWU_Om_rCSiiX8FCYv_ECc-.JPG,OGM : la vraie fin de l’affaire Séralini
"Avant Steve Jobs et l’Iphone, un ingénieur révolutionnait déjà l’informatique, au cours de la première démonstration publique d’innovations technologiques, diffusée le 9 décembre 1969.",https://img.lemde.fr/2018/12/10/0/150/1620/1080/147/97/60/0/1d91434_o7KiQ5LiLkxpYWcOL41YFVZj.jpg,"Il y a 50 ans, la toute première « keynote »"
Le mélange des ­effluents des usines d’antibiotiques et des eaux noires de la ville d’Hyderabad créé des conditions idéales pour voir émerger des épidémies de superbactéries….,https://img.lemde.fr/2018/12/06/2/0/6130/4086/147/97/60/0/26cb413_NHvpuxGNfJmlsfmkKJYGRCRA.jpg,"En Inde, la recette parfaite pour faire émerger des superbactéries"
Plusieurs associations s’alarment des graves conséquences environnementales et sanitaires liées au manque d’encadrement dans la fabrication des médicaments en Inde.,https://img.lemde.fr/2018/12/06/0/8/4272/2848/147/97/60/0/759f7c7_EYiMjmTAobEYYISOX92Tg4qS.jpg,Fabrication d’antibiotiques en Inde : l’inaction européenne en question
"En toussant, un patient a expulsé une masse sanguine dont la forme épouse parfaitement les ramifications de l’arbre bronchique du poumon droit.",https://img.lemde.fr/2018/12/10/61/0/614/409/147/97/60/0/cd481b6_Sl2eQJGcgkcPTm7HM-eAMgQ4.jpg,Il crache un caillot sanguin de forme extraordinaire
"Dans un article publié le 5 décembre 2018 dans le « Journal of the European Academy of Dermatology and Venereology », deux médecins français se sont demandé de quelles maladies de peau pourrait bien souffrir le Père Noël.",https://img.lemde.fr/2018/12/09/0/0/3456/2304/147/97/60/0/c5cb92b_tn5OL6YDPrkbmRxnikMJoQ2b.jpg,La santé du Père Noël passée au crible par des médecins
#UrgenceClimat. « Le Monde » s’interroge toute la semaine sur les manières de lutter contre le dérèglement climatique. Ce mercredi : peut-on se chauffer autrement ?,https://img.lemde.fr/2018/12/11/0/5/5190/3460/147/97/60/0/bd8ab3d_RxN-fI02BwneXANXlqpBIAAE.jpg,"Le 100 % d’électricité renouvelable, un objectif ambitieux mais réalisable"
Les prévenus sont poursuivis pour « collecte illégale de données » après la diffusion sur Internet des adresses et numéros de téléphone de 233 jeunes femmes.,https://img.lemde.fr/2018/12/07/0/0/3600/2400/147/97/60/0/6bf5b80_Px0AiMr-6QZRbPJ7ivtOBlbI.jpg,"Ils listaient des « filles faciles » sur WhatsApp : au Sénégal, quatre étudiants devant la justice"
